"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"27862",27864,"DENIED","GHANSHYAMBHAI M PATEL","NON-TECHNICAL","MANAGER","Y",65436.8,2015,"NAPLES, FLORIDA"," SOUTH",-81.7948103,26.1420358
"27863",27865,"DENIED","ROCKFISH INTERACTIVE, LLC","TECHNICAL","SENIOR USER ARCHITECT","Y",85072,2015,"FRISCO, TEXAS"," SOUTH",-96.8236116,33.1506744
"27865",27867,"DENIED","CONSTRUCTION TRADE SERVICES, INC.","NON-TECHNICAL","FINANCIAL ANALYST","Y",54392,2015,"SPRINGFIELD, VIRGINIA"," SOUTH",-77.1872036,38.7892801
"27867",27869,"DENIED","COX ENTERPRISES, INC.","NON-TECHNICAL","AUDIT SERVICES ADVISORY AND ASSURANCE SPECIALIST","Y",90709,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"27868",27870,"DENIED","UNITED IT SOLUTIONS INC","TECHNICAL","SYSTEMS ANALYST","Y",58885,2015,"RICHARDSON, TEXAS"," SOUTH",-96.7298519,32.9483335
"27869",27871,"DENIED","FLUOR ENTERPRISES, INC.","TECHNICAL","PROCESS/SPECIALTY ENGINEER IV","Y",120653,2015,"SUGAR LAND, TEXAS"," SOUTH",-95.6349463,29.6196787
"27870",27872,"DENIED","SMART TECHNOLOGIES (SEATTLE) INC.","TECHNICAL","SOFTWARE DEVELOPER - WEB","Y",97219,2015,"SEATTLE, WASHINGTON"," WEST",-122.3320708,47.6062095
"27871",27873,"DENIED","ERNST & YOUNG LLP (EY GUAM)","NON-TECHNICAL","SENIOR ASSURANCE","Y",24752,2015,"TAMUNING, NA"," NA",144.7755192,13.4924875
"27872",27874,"DENIED","BELCAN ENGINEERING GROUP, INC.","TECHNICAL","SOFTWARE VALIDATION ENGINEER","Y",73632,2015,"MOSSVILLE, ILLINOIS"," MID WEST",-89.5679474,40.8171184
"27873",27875,"DENIED","CHARTER GLOBAL, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",63981,2015,"COPPELL, TEXAS"," SOUTH",-97.0150078,32.9545687
"27874",27876,"DENIED","SANPRO TECHNOLOGIES, INC","TECHNICAL","COMPUTER PROGRAMMER","Y",73923,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27875",27877,"DENIED","SOURCEINFOTECH INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",44741,2015,"LITTLE ROCK, ARKANSAS"," SOUTH",-92.2895948,34.7464809
"27876",27878,"DENIED","HASBRO MANAGERIAL SERVICES, LLC","NON-TECHNICAL","PRODUCT DESIGNER - GIRLS","Y",57741,2015,"BURBANK, CALIFORNIA"," WEST",-118.3089661,34.1808392
"27877",27879,"DENIED","EPIC SYSTEMS CORPORATION","TECHNICAL","SENIOR SOFTWARE SYSTEMS DEVELOPER","Y",118934,2015,"VERONA, WISCONSIN"," MID WEST",-89.5331773,42.990831
"27878",27880,"DENIED","DELAWARE STATE UNIVERSITY","NON-TECHNICAL","MBA PROGRAM COUNSELOR","Y",39707,2015,"DOVER, DELAWARE"," SOUTH",-75.5243682,39.158168
"27879",27881,"DENIED","HORIZON INTERNATIONAL TRADING. INC","TECHNICAL","COMPUTER PROGRAMMER","N",58094.4,2015,"DANBURY, CONNECTICUT"," NORTH EAST",-73.4540111,41.394817
"27880",27882,"DENIED","ADM SECURITY SERVICES LLC","NON-TECHNICAL","TRANSLATOR","Y",18720,2015,"STATEN ISLAND, NEW YORK"," NORTH EAST",-74.1502007,40.5795317
"27881",27883,"DENIED","AIR SYSTEMS INC","TECHNICAL","MECHANICAL ENGINEER","Y",91749,2015,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"27882",27884,"DENIED","DELL MARKETING L.P.","TECHNICAL","SOFTWARE QUALITY ASSURANCE ADVISOR","Y",88510,2015,"WELLESLEY, MASSACHUSETTS"," NORTH EAST",-71.2923877,42.296797
"27883",27885,"DENIED","ACE COMMUNICATIONS CORP.","TECHNICAL","PROGRAMMER QUALITY ASSURANCE (QA) ANALYST","Y",58885,2015,"RICHARDSON, TEXAS"," SOUTH",-96.7298519,32.9483335
"27884",27886,"DENIED","DELOITTE & TOUCHE LLP","NON-TECHNICAL","ERS SENIOR CONSULTANT","Y",60300,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27885",27887,"DENIED","GENENTECH, INC.","NON-TECHNICAL","THERAPEUTIC AREA LEAD, COUNTRY CLINICAL OPERATIONS","Y",182889,2015,"SOUTH SAN FRANCISCO, CALIFORNIA"," WEST",-122.4077498,37.654656
"27886",27888,"DENIED","HANUSOFT INC","TECHNICAL","PROGRAMMER ANALYST","Y",70000,2015,"RICHMOND, VIRGINIA"," SOUTH",-77.4360481,37.5407246
"27888",27890,"DENIED","PRIMESOFT, INC","TECHNICAL","SYSTEMS ANALYST","Y",67808,2015,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"27889",27891,"DENIED","CYPROTEX US, LLC","TECHNICAL","BIOLOGICAL SCIENCE TECHNICIAN","Y",38563,2015,"WATERTOWN, MASSACHUSETTS"," NORTH EAST",-71.1828321,42.3709299
"27890",27892,"DENIED","RHODE ISLAND SCHOOL OF DESIGN","NON-TECHNICAL","LECTURER","N",155147.2,2015,"PROVIDENCE, RHODE ISLAND"," NORTH EAST",-71.4128343,41.8239891
"27891",27893,"DENIED","INFOSYS LIMITED","TECHNICAL","PRINCIPAL CONSULTANT - US","Y",101088,2015,"ENGLEWOOD, COLORADO"," WEST",-104.9877597,39.6477653
"27892",27894,"DENIED","SUPERIOR COURT OF CALIFORNIA, COUNTY OF ALAMEDA","TECHNICAL","SENIOR SYSTEMS ANALYST","Y",125416,2015,"OAKLAND, CALIFORNIA"," WEST",-122.2711137,37.8043637
"27893",27895,"DENIED","DELAWARE STATE UNIVERSITY","NON-TECHNICAL","COMPLIANCE COORDINATOR","Y",39749,2015,"DOVER, DELAWARE"," SOUTH",-75.5243682,39.158168
"27894",27896,"DENIED","PRICEWATERHOUSECOOPERS LLP","NON-TECHNICAL","ADVISORY SENIOR ASSOCIATE","Y",63107,2015,"TAMPA, FLORIDA"," SOUTH",-82.4571776,27.950575
"27895",27897,"DENIED","ORIAN ENGINEERS INCORPORATED","TECHNICAL","PROGRAMMER ANALYST","Y",85322,2015,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"27896",27898,"DENIED","SEAL CONSULTING, INC.","TECHNICAL","SAP CONSULTANT","Y",62317,2015,"FOOTHILL RANCH, CALIFORNIA"," WEST",-117.6664308,33.6831832
"27898",27900,"DENIED","ORIAN ENGINEERS INCORPORATED","TECHNICAL","PROGRAMMER ANALYST","Y",85322,2015,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"27899",27901,"DENIED","AVANT-GARDE SOLUTIONS LTD.","TECHNICAL","QUALITY ASSURANCE ENGINEER","Y",60091,2015,"LIBERTYVILLE, ILLINOIS"," MID WEST",-87.9531303,42.2830786
"27900",27902,"DENIED","LARSEN & TOUBRO INFOTECH LIMITED","TECHNICAL","COMPUTER PROGRAMMER","Y",55245,2015,"TORRANCE, CALIFORNIA"," WEST",-118.3406288,33.8358492
"27901",27903,"DENIED","VIAD CORP.","TECHNICAL","SENIOR PROGRAMMER ANALYST","Y",96928,2015,"LAS VEGAS, NEVADA"," WEST",-115.1398296,36.1699412
"27902",27904,"DENIED","OAKLAND UNIVERSITY","NON-TECHNICAL","LECTURER IN MANAGEMENT AND MARKETING","N",44824,2015,"ROCHESTER, MICHIGAN"," MID WEST",-83.1338214,42.680588
"27903",27905,"DENIED","DONPRINT, INC.","NON-TECHNICAL","BUSINESS DEVELOPMENT MANAGER","Y",116272,2015,"SANTA CLARA, CALIFORNIA"," WEST",-121.9552356,37.3541079
"27904",27906,"DENIED","UNIVERSITY OF CONNECTICUT HEALTH CENTER","NON-TECHNICAL","ASSISTANT PROFESSOR (IN-RESIDENCE)","Y",102697,2015,"FARMINGTON, CONNECTICUT"," NORTH EAST",-72.795027,41.7360305
"27905",27907,"DENIED","CAE INTEGRATED, LLC","NON-TECHNICAL","INTL LOGISTICS & SETTLEMENT PRJCT COORDINATOR - SUPPLY CHAIN","Y",52500,2015,"AUSTIN, TEXAS"," SOUTH",-97.7430608,30.267153
"27906",27908,"DENIED","SPANISH AHORA LLC","NON-TECHNICAL","LANGUAGE AND CULTURE LIAISON","N",31200,2015,"CAMPBELL, CALIFORNIA"," WEST",-121.9499568,37.2871651
"27907",27909,"DENIED","PHARMA RESOURCE GROUP, INC.","NON-TECHNICAL","PROJECT MANAGER","Y",162531,2015,"FORT WASHINGTON, PENNSYLVANIA"," NORTH EAST",-75.1926937,40.1416782
"27908",27910,"DENIED","EAGLE SHIPPING INTERNATIONAL (USA) LLC.","NON-TECHNICAL","MARINE MANAGER","Y",115773,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27910",27912,"DENIED","FABERGENT INC.","TECHNICAL","PROGRAMMER ANALYST","Y",77600,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27912",27914,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","IT SPECIALIST","Y",70304,2015,"PISCATAWAY, NEW JERSEY"," NORTH EAST",-74.4642861,40.554887
"27913",27915,"DENIED","OTIS IT INC","TECHNICAL","SOFTWARE ENGINEER","Y",70990,2015,"NEWARK, DELAWARE"," SOUTH",-75.7496572,39.6837226
"27915",27917,"DENIED","THE PENNSYLVANIA STATE UNIVERSITY","NON-TECHNICAL","POSTDOCTORAL SCHOLAR","Y",43597,2015,"HERSHEY, PENNSYLVANIA"," NORTH EAST",-76.6502468,40.2859239
"27916",27918,"DENIED","7040 VAN NUYS PARTNERSHIP, LLC","NON-TECHNICAL","GENERAL MANAGER","Y",58323,2015,"ENCINO, CALIFORNIA"," WEST",-118.5214282,34.1517492
"27917",27919,"DENIED","BRANDON CONSULTING ASSOCIATES, INC.","TECHNICAL","COMPUTER SYSTEMS ANALYST","Y",93184,2015,"RICHMOND, VIRGINIA"," SOUTH",-77.4360481,37.5407246
"27918",27920,"DENIED","MISSISSIPPI STATE UNIVERSITY","NON-TECHNICAL","POST DOCTORAL ASSOCIATE","Y",37794,2015,"MISSISSIPPI STATE, MISSISSIPPI"," SOUTH",-89.3985283,32.3546679
"27919",27921,"DENIED","ACE COMMUNICATIONS CORP.","TECHNICAL","PROGRAMMER QUALITY ASSURANCE (QA) ANALYST","Y",58885,2015,"RICHARDSON, TEXAS"," SOUTH",-96.7298519,32.9483335
"27920",27922,"DENIED","TALENT9 INC","TECHNICAL","QA ENGINEER","Y",61776,2015,"NORCROSS, GEORGIA"," SOUTH",-84.2135309,33.9412127
"27921",27923,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","SYSTEM ENGINEER","Y",79102,2015,"MIDDLETOWN, NEW JERSEY"," NORTH EAST",-74.0915982,40.3968012
"27922",27924,"DENIED","BITSOFT INTERNATIONAL, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",67808,2015,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"27923",27925,"DENIED","SMART SOURCE TECHNOLOGIES, INC.","TECHNICAL","PROGRAMMER ANALYST","Y",52499,2015,"NORTH BRUNSWICK, NEW JERSEY"," NORTH EAST",-74.4766712,40.4525163
"27924",27926,"DENIED","ARGHA SERVICES, INC","TECHNICAL","QA SYSTEMS ANALYST","Y",46904,2015,"DUNWOODY, GEORGIA"," SOUTH",-84.3346473,33.9462125
"27925",27927,"DENIED","USA WASTE-MANAGEMENT RESOURCES, L.L.C.","NON-TECHNICAL","FINANCIAL ANALYST III","Y",66700,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"27926",27928,"DENIED","FORREST SOLUTIONS, INC.","TECHNICAL","SENIOR DEVELOPER","Y",89669,2015,"WASHINGTON D.C., DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"27927",27929,"DENIED","JY & ASSOCIATES, LLP","NON-TECHNICAL","ACCOUNTANT","Y",40435,2015,"MONTGOMERY, ALABAMA"," SOUTH",-86.2999689,32.3668052
"27928",27930,"DENIED","QUEST DIAGNOSTICS INCORPORATED","TECHNICAL","SENIOR WEB DEVELOPER","Y",95890,2015,"LYNDHURST, NEW JERSEY"," NORTH EAST",-74.1243063,40.8120171
"27930",27932,"DENIED","NUVIEW TECHNOLOGIES, INC.","TECHNICAL","SYSTEMS ANALYST","Y",63211,2015,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"27931",27933,"DENIED","QUALITY DATA SERVICE, INC.","TECHNICAL","WEB PROGRAMMING SPECIALIST","Y",76003,2015,"WATERBURY, CONNECTICUT"," NORTH EAST",-73.0514965,41.5581525
"27932",27934,"DENIED","SUDLER & HENNESSEY LLC","TECHNICAL","FRONT END DEVELOPER","Y",83053,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27933",27935,"DENIED","SINOVISION INCORPORATED","NON-TECHNICAL","REPORTER","Y",27789,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27934",27936,"DENIED","TEXAS A&M AGRILIFE RESEARCH","NON-TECHNICAL","POSTDOCTORAL RESEARCH ASSOCIATE","Y",37336,2015,"BEAUMONT, TEXAS"," SOUTH",-94.1265562,30.080174
"27936",27938,"DENIED","ITNEWTON INC","TECHNICAL","TEST ANALYST","Y",61152,2015,"NORFOLK, VIRGINIA"," SOUTH",-76.2858726,36.8507689
"27937",27939,"DENIED","TWABMOH, PENG & ASSOC., CPAS INC.","NON-TECHNICAL","SENIOR ACCOUNTANT","Y",46696,2015,"MONTEREY PARK, CALIFORNIA"," WEST",-118.1228476,34.0625106
"27938",27940,"DENIED","DIVERSIFIED TECHNOLOGY, INC.","TECHNICAL","COMPUTER PROGRAMMER","Y",52000,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"27939",27941,"DENIED","VICTORY SYSTEMS, INC.","TECHNICAL","PROCESS MODELER","Y",95356.8,2015,"EWING, NEW JERSEY"," NORTH EAST",-74.7909125,40.2599864
"27940",27942,"DENIED","AEROTHRUST HOLDINGS LLC","TECHNICAL","CONSULTING CIVIL ENGINEER","Y",79870,2015,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"27941",27943,"DENIED","CORE TECH INTERNATIONAL","TECHNICAL","CIVIL ENGINEER","Y",37169.6,2015,"TAMUNING, NA"," NA",144.7755192,13.4924875
"27942",27944,"DENIED","CORE TECH INTERNATIONAL","NON-TECHNICAL","ACCOUNTANT","Y",24752,2015,"TAMUNING, NA"," NA",144.7755192,13.4924875
"27943",27945,"DENIED","TRANSAMERICA (SAIPAN) CORPORATION","NON-TECHNICAL","FINANCIAL MANAGER","Y",42474,2015,"SAIPAN, NA"," NA",145.7297891,15.1515153
"27944",27946,"DENIED","RELIANT VISION GROUP INC","TECHNICAL",".NET DEVELOPER","Y",46010,2015,"DES MOINES, IOWA"," MID WEST",-93.6091064,41.6005448
"27945",27947,"DENIED","E3 GLOBAL INC.","TECHNICAL","SOFTWARE DEVELOPER","Y",60091,2015,"KATY, TEXAS"," SOUTH",-95.8243956,29.7857853
"27946",27948,"DENIED","PANTHERA CORPORATION","NON-TECHNICAL","RESEARCH ANALYST","Y",53000,2015,"FORT COLLINS, COLORADO"," WEST",-105.084423,40.5852602
"27947",27949,"DENIED","SUPERB DEVELOPMENT & SERVICE CORPORATION","TECHNICAL","SOFTWARE DEVELOPMENT MANAGER","Y",67309,2015,"HONOLULU, HAWAII"," WEST",-157.8583333,21.3069444
"27949",27951,"DENIED","STEM XPERT LLC","TECHNICAL","TECHNICAL BUSINESS ANALYST","Y",52187,2015,"KANSAS CITY, MISSOURI"," MID WEST",-94.5785667,39.0997265
"27950",27952,"DENIED","MATTEL SALES CORPORATION","NON-TECHNICAL","SR. MANAGER, MARKETING","Y",125000,2015,"EL SEGUNDO, CALIFORNIA"," WEST",-118.4164652,33.9191799
"27951",27953,"DENIED","STEVE EDWARD PATTERSON","NON-TECHNICAL","HOUSEHOLD LIVE-IN MAID","Y",19177.6,2015,"WINSTON SALEM, NORTH CAROLINA","SOUTH",-80.244216,36.0998596
"27952",27954,"DENIED","IBM CORPORATION","TECHNICAL","ADVISORY IT SPECIALIST","Y",76500,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"27953",27955,"DENIED","AVNET INC.","TECHNICAL","SOLUTIONS ARCHITECT, TSA","Y",65229,2015,"AUSTIN, TEXAS"," SOUTH",-97.7430608,30.267153
"27954",27956,"DENIED","QSPARK LLC","TECHNICAL","ALGORITHMIC TRADER","Y",91874,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27955",27957,"DENIED","RELIANT VISION GROUP INC","TECHNICAL",".NET DEVELOPER","Y",50461,2015,"MONTGOMERY, ALABAMA"," SOUTH",-86.2999689,32.3668052
"27956",27958,"DENIED","SK E AND C USA, INC.","TECHNICAL","PROCESS ENGINEER II","Y",71900,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"27957",27959,"DENIED","UNITED AIRLINES, INC.","TECHNICAL","SENIOR ENGINEER - IT SYSTEMS","Y",85072,2015,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"27958",27960,"DENIED","GEORGIA INSTITUTE OF TECHNOLOGY","TECHNICAL","RESEARCH ENGINEER I","Y",43805,2015,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"27960",27962,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","TEST MANAGER","Y",63981,2015,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"27961",27963,"DENIED","DUKE UNIVERSITY AND MEDICAL CENTER","NON-TECHNICAL","BIOINFORMATICIAN II","Y",116438,2015,"DURHAM, NORTH CAROLINA","SOUTH",-78.898619,35.9940329
"27962",27964,"DENIED","COMPUNNEL SOFTWARE GROUP, INC.","TECHNICAL","SOFTWARE DEVELOPER","Y",61506,2015,"DURHAM, NORTH CAROLINA","SOUTH",-78.898619,35.9940329
"27963",27965,"DENIED","PRICEWATERHOUSECOOPERS LLP","NON-TECHNICAL","ASSURANCE ASSOCIATE","Y",53000,2015,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"27964",27966,"DENIED","A2Z DEVELOPMENT CENTER , INC.","TECHNICAL","SOFTWARE DEVELOPMENT ENGINEER IN TEST II","Y",109762,2015,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"27965",27967,"DENIED","GARDEN HOUSE SCHOOL OF NEW YORK","NON-TECHNICAL","PRESIDENT","N",148865.6,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27966",27968,"DENIED","MUREX NORTH AMERICA INC.","TECHNICAL","SENIOR CONSULTANT","Y",98904,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27967",27969,"DENIED","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICE","NON-TECHNICAL","CO-ORDINATOR CLINICAL DODUMENTATION","Y",55000,2015,"NEW ALBANY, INDIANA"," MID WEST",-85.8241312,38.2856247
"27968",27970,"DENIED","ALIPHCOM","TECHNICAL","QA ENGINEERING MANAGER","Y",103730,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"27969",27971,"DENIED","ITECH US, INC.","TECHNICAL","NETWORK ADMINISTRATOR","Y",86798,2015,"BLOOMINGTON, ILLINOIS"," MID WEST",-88.9936873,40.4842027
"27970",27972,"DENIED","I VISION SOLUTIONS, INC","TECHNICAL",".NET DEVELOPER","Y",55120,2015,"WASHINGTON DC, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"27973",27975,"DENIED","RESOLVE TECH SOLUTIONS INC","TECHNICAL","SR. PROGRAMMER ANALYST","Y",44429,2015,"ADDISON, TEXAS"," SOUTH",-96.8291685,32.96179
"27975",27977,"DENIED","FAITHFUL+GOULD, INC.","NON-TECHNICAL","LEAD COST MANAGER","Y",83429,2015,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"27976",27978,"DENIED","IMC DATAWORKS LLC","TECHNICAL","TECHNICAL SERVICE ENGINEER","Y",57450,2015,"NOVI, MICHIGAN"," MID WEST",-83.4754913,42.48059
"27977",27979,"DENIED","MISSISSIPPI STATE UNIVERSITY","NON-TECHNICAL","ASSOCIATE CLINICAL PROFESSOR","Y",82380,2015,"MS. STATE, MISSISSIPPI"," SOUTH",-88.7943766,33.4551742
"27978",27980,"DENIED","CIRCUS EDUCATION SPECIALISTS","NON-TECHNICAL","CIRCUS ARTIST INSTRUCTOR","Y",27290,2015,"WESTBURY, NEW YORK"," NORTH EAST",-73.5876273,40.7556561
"27979",27981,"DENIED","THE ZHANG LAW FIRM, P.C.","NON-TECHNICAL","LAW CLERK","Y",38727,2015,"ELMHURST, NEW YORK"," NORTH EAST",-73.8801301,40.737975
"27980",27982,"DENIED","AIG GLOBAL SERVICES, INC.","TECHNICAL","TECHNICAL ANALYST II- CORPORATE MESSAGING","Y",80200,2015,"FORT WORTH, TEXAS"," SOUTH",-97.3307658,32.7554883
"27981",27983,"DENIED","CGI TECHNOLOGIES AND SOLUTIONS INC.","TECHNICAL","BUSINESS ANALYST","Y",79102,2015,"NORTH BRUNSWICK, NEW JERSEY"," NORTH EAST",-74.4766712,40.4525163
"27982",27984,"DENIED","BALDWIN & LYONS, INC.","TECHNICAL","GUIDEWIRE APPLICATION ADMINISTRATOR","Y",105539,2015,"CARMEL, INDIANA"," MID WEST",-86.1180435,39.978371
"27983",27985,"DENIED","VIPSHOP US","TECHNICAL","DATA SCIENTIST","Y",133099,2015,"SAN JOSE, CALIFORNIA"," WEST",-121.8863286,37.3382082
"27984",27986,"DENIED","THE OHIO STATE UNIVERSITY","NON-TECHNICAL","CYTOPREPARATION TECHNICIAN","Y",36878,2015,"COLUMBUS, OHIO"," MID WEST",-82.9987942,39.9611755
"27985",27987,"DENIED","INVENTURA LLC","TECHNICAL","PROGRAMMER ANALYST","Y",67829,2015,"SILVER SPRING, MARYLAND"," SOUTH",-77.026088,38.9906657
"27986",27988,"DENIED","THORNTON TOMASETTI, INC.","TECHNICAL","ENGINEER","Y",61602,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27987",27989,"DENIED","ERNST & YOUNG LLP (EY GUAM)","NON-TECHNICAL","SENIOR ASSURANCE","Y",24752,2015,"TAMUNING, NA"," NA",144.7755192,13.4924875
"27988",27990,"DENIED","MARKETO, INC.","NON-TECHNICAL","SENIOR MARKETING PROGRAMS MANAGER","Y",119428,2015,"SAN MATEO, CALIFORNIA"," WEST",-122.3255254,37.5629917
"27989",27991,"DENIED","INNOVATIVENDEAVOR, LLC","NON-TECHNICAL","AGENT ASSISTANT","N",26665.6,2015,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"27990",27992,"DENIED","AMATEL, INC.","TECHNICAL","ENGINEER","Y",63981,2015,"HONOLULU, HAWAII"," WEST",-157.8583333,21.3069444
"27991",27993,"DENIED","ALS WORLDWIDE INC","TECHNICAL","WEB DEVELOPER","N",43742.4,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"27992",27994,"DENIED","COLORCON INC.","TECHNICAL","SENIOR IT PROJECT MANAGER","Y",92498,2015,"HARLEYSVILLE, PENNSYLVANIA"," NORTH EAST",-75.3871206,40.2795476
"27993",27995,"DENIED","ACCEDEO, INC.","NON-TECHNICAL","BUSINESS ANALYST","Y",93142,2015,"ROSEVILLE, CALIFORNIA"," WEST",-121.2880059,38.7521235
"27994",27996,"DENIED","ERNST & YOUNG LLP (EY CNMI)","NON-TECHNICAL","SENIOR ASSURANCE","Y",24752,2015,"SAIPAN, NA"," NA",145.7297891,15.1515153
"27995",27997,"DENIED","MEDSTAR - GEORGETOWN MEDICAL CENTER, INC.","TECHNICAL","MEDICAL TECHNOLOGIST II","Y",48214.4,2015,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"27996",27998,"DENIED","QUALCOMM TECHNOLOGIES, INC.","TECHNICAL","SOFTWARE/ SYSTEMS TEST ENGINEER","Y",85482,2015,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"27997",27999,"DENIED","UBER TECHNOLOGIES, INC.","NON-TECHNICAL","ENGINEERING MANAGER","Y",137405,2015,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"27998",28000,"DENIED","IBM INDIA PRIVATE LIMITED","TECHNICAL","FUNCTIONAL CONSULTANT","Y",80995,2015,"LONG ISLAND CITY, NEW YORK"," NORTH EAST",-73.9485424,40.744679
"27999",28001,"DENIED","LIFE TECHNOLOGIES CORPORATION","TECHNICAL","ENGINEER II, SOFTWARE TEST","Y",80300,2015,"SOUTH SAN FRANCISCO, CALIFORNIA"," WEST",-122.4077498,37.654656
"28000",28002,"DENIED","JPMORGAN CHASE & CO.","NON-TECHNICAL","VICE PRESIDENT","Y",125133,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28001",28003,"DENIED","HARPRO TECH INC","TECHNICAL","QUALITY ASSURANCE ANALYST","Y",73923,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28002",28004,"DENIED","CALIFORNIA STATE UNIVERSITY EAST BAY","TECHNICAL","SYSTEMS ADMINISTRATOR","Y",73965,2015,"HAYWARD, CALIFORNIA"," WEST",-122.0807964,37.6688205
"28003",28005,"DENIED","JOSEPH P. ADDABBO FAMILY HEALTH CENTER INC.","NON-TECHNICAL","PHYSICAL THERAPIST","Y",64750,2015,"FAR ROCKAWAY, NEW YORK"," NORTH EAST",-73.7448437,40.5998931
"28005",28007,"DENIED","NAPEA INTERNATIONAL INC","NON-TECHNICAL","ACCOUNTANT","Y",52682,2015,"SAN ANTONIO, TEXAS"," SOUTH",-98.4936282,29.4241219
"28006",28008,"DENIED","MALVI SYSTEMS LLC","TECHNICAL","COMPUTER PROGRAMMER","Y",66602,2015,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"28007",28009,"DENIED","QSPARK LLC","TECHNICAL","ALGORITHMIC TRADER","Y",91874,2015,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"28008",28010,"DENIED","EMAESTRO TECHNOLOGIES INC","TECHNICAL","SYSTEMS ENGINEER","Y",70138,2015,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"28009",28011,"DENIED","UNIVERSITY OF CALIFORNIA, SAN DIEGO","NON-TECHNICAL","ASSISTANT PROJECT SCIENTIST","Y",37994,2015,"LA JOLLA, CALIFORNIA"," WEST",-117.2712717,32.8328112
"28010",28012,"DENIED","IT-SCIENT LLC","TECHNICAL","SENIOR SOFTWARE ENGINEER","Y",88254,2015,"SUNNYVALE, CALIFORNIA"," WEST",-122.0363496,37.36883
"28011",28013,"DENIED","FEDEX CORPORATE SERVICES, INC.","TECHNICAL","PROGRAMMER ANALYST ADVISOR","Y",94099,2015,"COLORADO SPRINGS, COLORADO"," WEST",-104.8213634,38.8338816
"28012",28014,"DENIED","CPL PREMIER THERAPY,LLC","NON-TECHNICAL","PHYSICAL THERAPIST","Y",55619.2,2015,"TACOMA, WASHINGTON"," WEST",-122.4442906,47.2528768
